"SYMBOL","ENTREZID"
"ZBTB40","9923"
"ZBTB43","23099"
"ZBTB44","29068"
"ZBTB48","3104"
"ZBTB7A","51341"
"ZBTB7B","51043"
"ZBTB8OS","339487"
"ZBTB9","221504"
"ZC2HC1A","51101"
"ZC3H10","84872"
"ZC3H11A","9877"
"ZC3H12C","85463"
"ZC3H13","23091"
"ZC3H14","79882"
"ZC3H15","55854"
"ZC3H18","124245"
"ZC3H3","23144"
"ZC3H4","23211"
"ZC3H6","376940"
"ZC3H7A","29066"
"ZC3H7B","23264"
"ZC3H8","84524"
"ZC3HAV1","56829"
"ZC3HAV1L","92092"
"ZC3HC1","51530"
"ZC4H2","55906"
"ZCCHC10","54819"
"ZCCHC14","23174"
"ZCCHC17","51538"
"ZCCHC3","85364"
"ZCCHC7","84186"
"ZCCHC8","55596"
"ZCCHC9","84240"
"ZCRB1","85437"
"ZDBF2","57683"
"ZDHHC5","25921"
"ZDHHC6","64429"
"ZDHHC8","29801"
"ZEB1","6935"
"ZEB2","9839"
"ZER1","10444"
"ZFAND1","79752"
"ZFAND3","60685"
"ZFC3H1","196441"
"ZFHX3","463"
"ZFHX4","79776"
"ZFP1","162239"
"ZFP30","22835"
"ZFP36L1","677"
"ZFP36L2","678"
"ZFP37","7539"
"ZFP41","286128"
"ZFP62","643836"
"ZFP64","55734"
"ZFP91","80829"
"ZFPL1","7542"
"ZFPM1","161882"
"ZFR","51663"
"ZFTA","65998"
"ZFTRAF1","50626"
"ZFX","7543"
"ZFYVE1","53349"
"ZFYVE16","9765"
"ZFYVE19","84936"
"ZFYVE21","79038"
"ZFYVE27","118813"
"ZFYVE9","9372"
"ZGPAT","84619"
"ZHX1","11244"
"ZHX2","22882"
"ZHX3","23051"
"ZIC2","7546"
"ZIC5","85416"
"ZKSCAN1","7586"
"ZKSCAN3","80317"
"ZKSCAN4","387032"
"ZKSCAN8","7745"
"ZMAT2","153527"
"ZMAT3","64393"
"ZMAT5","55954"
"ZMIZ1","57178"
"ZMPSTE24","10269"
"ZMYM1","79830"
"ZMYM2","7750"
"ZMYM3","9203"
"ZMYM4","9202"
"ZMYND11","10771"
"ZMYND8","23613"
"ZNF106","64397"
"ZNF107","51427"
"ZNF121","7675"
"ZNF131","7690"
"ZNF133","7692"
"ZNF14","7561"
"ZNF142","7701"
"ZNF143","7702"
"ZNF146","7705"
"ZNF148","7707"
"ZNF174","7727"
"ZNF182","7569"
"ZNF184","7738"
"ZNF185","7739"
"ZNF189","7743"
"ZNF195","7748"
"ZNF200","7752"
"ZNF205","7755"
"ZNF207","7756"
"ZNF212","7988"
"ZNF217","7764"
"ZNF219","51222"
"ZNF22","7570"
"ZNF239","8187"
"ZNF24","7572"
"ZNF260","339324"
"ZNF267","10308"
"ZNF274","10782"
"ZNF275","10838"
"ZNF277","11179"
"ZNF280B","140883"
"ZNF280C","55609"
"ZNF280D","54816"
"ZNF281","23528"
"ZNF282","8427"
"ZNF292","23036"
"ZNF296","162979"
"ZNF3","7551"
"ZNF316","100131017"
"ZNF317","57693"
"ZNF318","24149"
"ZNF32","7580"
"ZNF326","284695"
"ZNF330","27309"
"ZNF337","26152"
"ZNF346","23567"
"ZNF358","140467"
"ZNF362","149076"
"ZNF367","195828"
"ZNF384","171017"
"ZNF385A","25946"
"ZNF391","346157"
"ZNF397","84307"
"ZNF398","57541"
"ZNF414","84330"
"ZNF420","147923"
"ZNF423","23090"
"ZNF432","9668"
"ZNF444","55311"
"ZNF445","353274"
"ZNF446","55663"
"ZNF451","26036"
"ZNF48","197407"
"ZNF501","115560"
"ZNF503","84858"
"ZNF507","22847"
"ZNF511","118472"
"ZNF512","84450"
"ZNF512B","57473"
"ZNF516","9658"
"ZNF518A","9849"
"ZNF518B","85460"
"ZNF524","147807"
"ZNF526","116115"
"ZNF536","9745"
"ZNF566","84924"
"ZNF574","64763"
"ZNF576","79177"
"ZNF579","163033"
"ZNF580","51157"
"ZNF581","51545"
"ZNF589","51385"
"ZNF592","9640"
"ZNF593","51042"
"ZNF594","84622"
"ZNF598","90850"
"ZNF608","57507"
"ZNF609","23060"
"ZNF618","114991"
"ZNF620","253639"
"ZNF622","90441"
"ZNF623","9831"
"ZNF629","23361"
"ZNF638","27332"
"ZNF639","51193"
"ZNF644","84146"
"ZNF646","9726"
"ZNF652","22834"
"ZNF653","115950"
"ZNF654","55279"
"ZNF655","79027"
"ZNF664","144348"
"ZNF668","79759"
"ZNF672","79894"
"ZNF687","57592"
"ZNF688","146542"
"ZNF689","115509"
"ZNF691","51058"
"ZNF696","79943"
"ZNF70","7621"
"ZNF703","80139"
"ZNF706","51123"
"ZNF709","163051"
"ZNF711","7552"
"ZNF740","283337"
"ZNF746","155061"
"ZNF768","79724"
"ZNF770","54989"
"ZNF771","51333"
"ZNF773","374928"
"ZNF775","285971"
"ZNF777","27153"
"ZNF780A","284323"
"ZNF784","147808"
"ZNF787","126208"
"ZNF791","163049"
"ZNF8","7554"
"ZNF800","168850"
"ZNF830","91603"
"ZNF839","55778"
"ZNF845","91664"
"ZNF852","285346"
"ZNF865","100507290"
"ZNF888","388559"
"ZNFX1","57169"
"ZNHIT1","10467"
"ZNHIT2","741"
"ZNHIT6","54680"
"ZNRF3","84133"
"ZPR1","8882"
"ZRANB2","9406"
"ZRSR2","8233"
"ZSCAN2","54993"
"ZSCAN21","7589"
"ZSCAN25","221785"
"ZSCAN26","7741"
"ZSCAN29","146050"
"ZSCAN30","100101467"
"ZSWIM8","23053"
"ZSWIM9","374920"
"ZUP1","221302"
"ZW10","9183"
"ZWILCH","55055"
"ZWINT","11130"
"ZYG11B","79699"
"ZYX","7791"
"ZZEF1","23140"
"ZZZ3","26009"
